NOME,DISTRITO
"Escola Básica de São Domingos da Serra, Santiago do Cacém",Setúbal
"Escola Básica de Vale de Água, Santiago do Cacém",Setúbal
"Jardim de Infância de Rio de Moinhos, Aljustrel",Beja
Escola Básica de Aljustrel,Beja
"Escola Básica de Messejana, Aljustrel",Beja
"Escola Básica de Ervidel, Aljustrel",Beja
"Escola Básica de Montes Velhos, Aljustrel",Beja
"Escola Básica Mário Beirão, Beja",Beja
"Escola Básica de Albernoa, Beja",Beja
"Escola Básica de Salvada, Beja",Beja
"Escola Básica de Cabeça Gorda, Beja",Beja
"Escola Básica de Santa Clara do Louredo, Beja",Beja
"Escola Básica de Santana da Serra, Ourique",Beja
Escola Básica de Ourique,Beja
Escola Básica n.º 2 de Vendas Novas,Évora
"Escola Básica dos Campos da Misericórdia, Vendas Novas",Évora
"Escola Básica de Landeira, Vendas Novas",Évora
"Escola Básica de Longueira, Odemira",Beja
"Escola Básica de Real, Vilar do Pinheiro, Vila do Conde",Porto
"Escola Básica de Quinta, Fajozes, Vila do Conde",Porto
"Escola Básica de Parada, Guilhabreu, Vila do Conde",Porto
"Escola Básica de Padrão, Vila do Conde",Porto
"Escola Básica de Mosteiró, Vila do Conde",Porto
"Escola Básica de Mindelo, Vila do Conde",Porto
"Escola Básica de Macieira, Macieira da Mata, Vila do Conde",Porto
"Escola Básica Santos Azevedo, Árvore, Vila do Conde",Porto
"Escola Básica de Labruge, Vila do Conde",Porto
"Escola Básica de Igreja, Vila Chã, Vila do Conde",Porto
"Escola Básica de Igreja, Modivas, Vila do Conde",Porto
"Escola Básica de Igreja, Malta, Vila do Conde",Porto
"Escola Básica de Gião de Cima, Vila do Conde",Porto
"Escola Básica de Facho, Vila do Conde",Porto
"Escola Básica de Carrapata, Vilar, Vila do Conde",Porto
"Escola Básica de Aveleda, Vila do Conde",Porto
"Escola Básica de Rio Tinto, Esposende",Braga
"Escola Básica de Gemeses, Esposende",Braga
"Escola Básica de Gandra, Esposende",Braga
"Escola Básica de Fonte Boa, Esposende",Braga
"Escola Básica de Fão, Esposende",Braga
"Escola Básica de Facho, Apúlia, Esposende",Braga
Escola Básica de Esposende,Braga
"Escola Básica de Curvos, Esposende",Braga
"Escola Básica de Criaz, Esposende",Braga
"Escola Básica de Barral, Esposende",Braga
"Escola Básica de Apúlia, Esposende",Braga
"Escola Básica n.º 1 de Lordelo, Paredes",Porto
"Escola Básica n.º 2 de Lordelo, Paredes",Porto
"Escola Básica Padre Américo, Porto",Porto
"Escola Básica de Cimo de Vila, Gondomar",Porto
"Escola Básica de Chães, Gondomar",Porto
"Escola Básica de Carvalhos, Gondomar",Porto
"Escola Básica de Branzelo, Gondomar",Porto
Escola Básica n.º 2 de Paços de Ferreira,Porto
"Escola Básica de Penamaior, Paços de Ferreira",Porto
"Escola Básica de Meixomil, Paços de Ferreira",Porto
"Escola Básica de Ferreira, Paços de Ferreira",Porto
"Escola Básica de S. Tomé de Negrelos, Santo Tirso",Porto
"Escola Básica de Bom Nome, Vila das Aves, Santo Tirso",Porto
Escola Básica n.º 1 de Santo Tirso,Porto
"Escola Básica de Tarrio, Santo Tirso",Porto
"Escola Básica de Sequeiró, Santo Tirso",Porto
"Escola Básica de São Bento da Batalha, Santo Tirso",Porto
"Escola Básica de Santa Luzia, Monte Cordova, Santo Tirso",Porto
"Escola Básica de Ramada, Lajinhas, Santo Tirso",Porto
"Escola Básica de Quintão, Palmeira, Santo Tirso",Porto
"Escola Básica de Quinchães, Santo Tirso",Porto
"Escola Básica de Merouços, Santa Cristina do Couto, Santo Tirso",Porto
"Escola Básica de Igreja, Lama, Santo Tirso",Porto
"Escola Básica de Igreja, Areias, Santo Tirso",Porto
"Escola Básica de Foral, Santo Tirso",Porto
"Escola Básica de Ermida, Santa Cristina do Couto, Santo Tirso",Porto
Escola Básica n.º 1 de Lamego,Viseu
"Escola Básica de Penude, Lamego",Viseu
"Escola Básica de Cambres, Lamego",Viseu
Escola Básica de Moimenta da Beira,Viseu
"Escola Básica de Leomil, Moimenta da Beira",Viseu
"Escola Básica de Alvite, Moimenta da Beira",Viseu
Escola Básica n.º 1 de Resende,Viseu
"Escola Básica de São Martinho de Mouros, Resende",Viseu
"Escola Básica de São Cipriano, Resende",Viseu
"Escola Básica de Trevões, São João da Pesqueira",Viseu
Escola Básica de São João da Pesqueira,Viseu
"Escola Básica de Paredes da Beira, São João da Pesqueira",Viseu
"Escola Básica de Ervedosa do Douro, São João da Pesqueira",Viseu
"Escola Básica e Secundária Padre João Rodrigues, Veiga, Sernancelhe",Viseu
"Escola Básica e Secundária Abel Botelho, Tabuaço",Viseu
Escola Básica de Tarouca,Viseu
"Escola Básica n.º 2 de Bela Vista, Fânzeres, Gondomar",Porto
"Escola Básica de Montezelo, Gondomar",Porto
"Escola Básica de Alvarinha, Gondomar",Porto
"Escola Básica de Boavista dos Pinheiros, Odemira",Beja
Escola Básica de Odemira,Beja
"Escola Básica n.º 2 de Cercal do Alentejo, Santiago do Cacém",Setúbal
"Escola Básica n.º 1 de Cercal do Alentejo, Santiago do Cacém",Setúbal
"Escola Básica de Sobral da Adiça, Moura",Beja
"Escola Básica da Porta Nova, Moura",Beja
"Escola Básica de Fojo, Moura",Beja
"Escola Básica de Bombeiros Voluntários, Moura",Beja
"Escola Básica de Santo Amador, Moura",Beja
"Escola Básica de Bencatel, Vila Viçosa",Évora
"Escola Básica de Carrascal, Vila Viçosa",Évora
"Escola Básica do Castelo, Vila Viçosa",Évora
"Escola Básica de São Romão, Vila Viçosa",Évora
"Escola Básica da Comenda, Gavião",Portalegre
Escola Básica e Secundária de Gavião,Portalegre
"Escola Básica de São Bartolomeu da Serra, Santiago do Cacém",Setúbal
"Escola Básica de Santa Cruz, Santiago do Cacém",Setúbal
"Escola Básica de Relvas Verdes, Santiago do Cacém",Setúbal
"Escola Básica de Cruz de João Mendes, Santiago do Cacém",Setúbal
"Escola Básica de Boticos, Santiago do Cacém",Setúbal
"Escola Básica e Secundária Frei André da Veiga, Santiago do Cacém",Setúbal
"Escola Básica de Abela, Santiago do Cacém",Setúbal
"Escola Básica de Castelos, Porto",Porto
"Escola Básica de Caramila, Porto",Porto
"Escola Básica de Ribeira do Neiva, Vila Verde",Braga
"Escola Básica de Parada de Gatim, Vila Verde",Braga
"Escola Básica de Moure e Ribeira do Neiva, Ribeira, Vila Verde",Braga
"Escola Básica de Lage, Vila Verde",Braga
"Escola Básica de Freiriz, Vila Verde",Braga
"Escola Básica n.º 1 de Prado, Vila Verde",Braga
"Escola Básica de Sobral, Vila Verde",Braga
"Escola Básica de Oleiros, Vila Verde",Braga
"Escola Básica de Cabanelas, Vila Verde",Braga
"Escola Básica do Ave, Póvoa de Lanhoso",Braga
"Escola Básica de Paradela, Algova, Barcelos",Braga
"Escola Básica de Milhazes, Barcelos",Braga
"Escola Básica de Cabanas, Santo Tirso",Porto
"Escola Básica de Areal, Couto-São Miguel, Santo Tirso",Porto
"Escola Básica de Aldeia Nova, Rebordões, Santo Tirso",Porto
"Escola Básica n.º 2 de Cerro, Guidões, Trofa",Porto
"Escola Básica n.º 1 de Giesta, Alvarelhos, Trofa",Porto
"Escola Básica n.º 1 de Cerro, Guidões, Trofa",Porto
"Escola Básica de Vila, Trofa",Porto
"Escola Básica de Quereledo, Covelas, Trofa",Porto
"Escola Básica de Portela, São Romão do Coronado, Trofa",Porto
"Escola Básica de Fonteleite, São Romão do Coronado, Trofa",Porto
"Escola Básica de Feira Nova, São Mamede Coronado, Trofa",Porto
"Escola Básica de Estação, Muro, Trofa",Porto
"Escola Básica de Póvoa, Santa Maria da Feira",Aveiro
"Escola Básica de Louredo, Santa Maria da Feira",Aveiro
"Escola Básica Professor Joaquim Pereira Valente, Lobão, Santa Maria da Feira",Aveiro
"Escola Básica de Beira, Gião, Santa Maria da Feira",Aveiro
Escola Básica de Mogadouro,Bragança
"Escola Básica de Bemposta, Mogadouro",Bragança
"Escola Básica de Freixo, Freixo de Espada à Cinta",Bragança
"Escola Básica de Palme, Barcelos",Braga
"Escola Básica de Fragoso, Barcelos",Braga
"Escola Básica de Durrães, Barcelos",Braga
"Escola Básica de Enxurreiras, Pedrouços, Maia",Porto
"Escola Básica de Triana, Gondomar",Porto
"Escola Básica de Santegãos, Gondomar",Porto
"Escola Básica de Boucinha, Gondomar",Porto
"Escola Básica Lidador, Vila Nova da Telha, Maia",Porto
"Escola Básica de Prozela, Maia",Porto
"Escola Básica de Pedras Rubras, Maia",Porto
"Escola Básica de Crestins, Maia",Porto
"Escola Básica da Guarda, Moreira, Maia",Porto
"Escola Básica do Castêlo da Maia, Santa Maria de Avioso, Maia",Porto
"Escola Básica de Porto Bom, Gondim, Maia",Porto
"Escola Básica de Mandim, Barca, Maia",Porto
"Escola Básica de Gestalinho, Maia",Porto
"Escola Básica de Ferronho, São Pedro de Avisoso, Maia",Porto
"Escola Básica de Ferreiró, Maia",Porto
"Escola Básica da Seara, Gemunde, Maia",Porto
"Escola Básica da Bajouca, Maia",Porto
"Escola Básica Santa Cristina, Folgosa, Maia",Porto
"Escola Básica de Monte do Calvário, Nogueira, Maia",Porto
"Escola Básica de Monte das Cruzes, Milheirós, Maia",Porto
"Escola Básica de Frejufe, Silva Escura, Maia",Porto
"Escola Básica de Folgosa, Maia",Porto
"Escola Básica de Arcos, São Pedro Fins, Maia",Porto
"Escola Básica n.º 1 da Quinta de São Gens, Senhora da Hora, Matosinhos",Porto
"Escola Básica de Quatro Caminhos, Senhora da Hora, Matosinhos",Porto
"Escola Básica de Aldeia dos Chãos, Santiago do Cacém",Setúbal
"Escola Básica n.º 4 de Santo André, Santiago do Cacém",Setúbal
"Escola Básica de Deixa-o-Resto, Santiago do Cacém",Setúbal
"Escola Básica n.º 2 de Santo André, Santiago do Cacém",Setúbal
"Escola Básica n.º 3 de Santo André, Santiago do Cacém",Setúbal
Escola Básica de Arraiolos,Évora
"Escola Básica de Sabugueiro, Arraiolos",Évora
"Escola Básica de Igrejinha, Arraiolos",Évora
"Escola Básica de Vimieiro, Arraiolos",Évora
"Escola Básica Manuel Ferreira Patrício, Évora",Évora
"Escola Básica da Cruz da Picada, Évora",Évora
"Escola Básica de Valverde, Évora",Évora
"Escola Básica da Quinta da Vista Alegre, Évora",Évora
"Escola Básica do Bairro da Senhora da Glória, Évora",Évora
"Escola Básica do Rossio de São Brás, Évora",Évora
"Escola Básica do Chafariz d’El-Rei, Évora",Évora
"Escola Básica do Bairro da Câmara, Évora",Évora
"Escola Básica de Vendinha, Évora",Évora
"Escola Básica da Avenida Heróis do Ultramar, Évora",Évora
"Escola Básica de Gilmonde, Barcelos",Braga
"Escola Básica de Ferreiros, Cristelo, Barcelos",Braga
"Escola Básica de Barqueiros, Barcelos",Braga
"Escola Básica e Secundária de Vale do Tamel, Lijó, Barcelos",Braga
"Escola Básica de Tamel - Santa Leocádia, Barcelos",Braga
"Escola Básica de Silva, Barcelos",Braga
"Escola Básica de Fraião, Barcelos",Braga
"Escola Básica de Cossourado, Barcelos",Braga
"Escola Básica de Carapeços, Barcelos",Braga
"Escola Básica de Bárrio, Roriz, Barcelos",Braga
"Escola Básica de Alvito, São Pedro, Barcelos",Braga
"Escola Básica de Alheira, Barcelos",Braga
"Escola Básica de Aborim, Barcelos",Braga
"Escola Básica de Várzea, Barcelos",Braga
"Escola Básica de São Brás, Areal, Barcelos",Braga
"Escola Básica de Rio Covo - Santa Eugénia, Barcelos",Braga
"Escola Básica de Remelhe, Barcelos",Braga
"Escola Básica de Pereira, Barcelos",Braga
"Escola Básica de Moure, Barcelos",Braga
"Escola Básica de Gueral, Barcelos",Braga
"Escola Básica de Gamil, Barcelos",Braga
"Escola Básica de Balugães, Fonte de Cal, Barcelos",Braga
"Escola Básica de Carreira, Barcelos",Braga
"Escola Básica de Cambeses, Barcelos",Braga
"Escola Básica de Viatodos, Barcelos",Braga
"Escola Básica de Silveiros, Barcelos",Braga
"Escola Básica de Rio Covo - Santa Eulália, Barcelos",Braga
"Escola Básica de Negreiros, Barcelos",Braga
"Escola Básica e Secundária Tenente-Coronel Adão Carrapatoso, Vila Nova de Foz Côa",Guarda
"Escola Básica de Freixo de Numão, Vila Nova de Foz Côa",Guarda
"Escola Básica n.º 2 de Carvalhal, Santa Maria da Feira",Aveiro
"Escola Básica de Souto, Santa Maria da Feira",Aveiro
"Escola Básica de São Domingos, Santa Maria da Feira",Aveiro
"Escola Básica de Pousadela de Baixo, Santa Maria da Feira",Aveiro
"Escola Básica de Arraial, Sanguedo, Santa Maria da Feira",Aveiro
"Escola Básica de Aldriz, Santa Maria da Feira",Aveiro
"Escola Básica de Presinha, Santa Maria da Feira",Aveiro
"Escola Básica de Canedo, Santa Maria da Feira",Aveiro
"Escola Básica de Sante, Gondomar",Porto
Escola Básica n.º 1 de Gondomar,Porto
"Escola Básica do Taralhão, Gondomar",Porto
"Escola Básica de Vinhal, Gondomar",Porto
"Escola Básica de Souto, Gondomar",Porto
"Escola Básica de Ramalde, Gondomar",Porto
"Escola Básica de Gandra, Gondomar",Porto
"Escola Básica de Aguiar, Gondomar",Porto
"Escola Básica de Valbom, Gondomar",Porto
"Escola Básica de Pinheiro de Além, Gondomar",Porto
"Escola Básica de Lagoa, Valbom, Gondomar",Porto
"Escola Básica de Arroteia, Gondomar",Porto
"Escola Básica da Venda Nova, Gondomar",Porto
"Escola Básica da Boavista, Gondomar",Porto
"Escola Básica da Boavista - Lourinha, Gondomar",Porto
"Escola Básica de Outeiro, Gondomar",Porto
"Escola Básica de Jovim e Foz do Sousa, Gondomar",Porto
"Escola Básica de Jancido, Gondomar",Porto
"Escola Básica de Gens, Gondomar",Porto
"Escola Básica do Bairro da Comenda, Évora",Évora
"Escola Básica da Horta das Figueiras, Évora",Évora
"Escola Básica de São Sebastião da Giesteira, Évora",Évora
"Escola Básica de São Manços, Évora",Évora
"Escola Básica de São Mamede, Évora",Évora
"Escola Básica do Bairro de Almeirim, Évora",Évora
"Escola Básica Galopim de Carvalho, Évora",Évora
"Escola Básica do Bairro do Frei Aleixo, Évora",Évora
"Escola Básica de Nossa Senhora de Machede, Évora",Évora
"Escola Básica de Graça do Divor, Évora",Évora
"Escola Básica de Azaruja, Évora",Évora
"Escola Básica dos Canaviais, Évora",Évora
"Escola Básica do Caldeiro, Estremoz",Évora
"Escola Básica de Veiros, Estremoz",Évora
"Escola Básica de São Domingos de Ana Loura, Estremoz",Évora
"Escola Básica da Mata, Estremoz",Évora
"Escola Básica de Santa Vitória do Ameixial, Estremoz",Évora
"Escola Básica de Glória, Estremoz",Évora
"Escola Básica de Evoramonte, Estremoz",Évora
"Escola Básica de Arcos, Estremoz",Évora
"Escola Básica de São Bento do Cortiço, Estremoz",Évora
"Escola Básica de Carvalhal, Barcelos",Braga
"Escola Básica de Areias de Vilar, Barcelos",Braga
"Escola Básica de Alvelos, Barcelos",Braga
"Escola Básica de Macieira de Rates, Barcelos",Braga
"Escola Básica do Fujacal, Braga",Braga
"Escola Básica do Carandá, Braga",Braga
"Escola Básica de São Lázaro, Braga",Braga
"Escola Básica da Ponte Pedrinha, Braga",Braga
"Escola Básica de Arentim, Braga",Braga
"Escola Básica de Aveleda, Braga",Braga
"Escola Básica de Tebosa, Braga",Braga
"Escola Básica de Ruílhe, Braga",Braga
"Escola Básica de Fradelos, Braga",Braga
"Escola Básica de Estação, Tadim, Braga",Braga
"Escola Básica de Fraião, Braga",Braga
"Escola Básica de Esporões, Braga",Braga
"Escola Básica de Arcos, Braga",Braga
"Escola Básica n.º 1 de Nogueira, Braga",Braga
"Escola Básica de Trandeiras, Braga",Braga
"Escola Básica de Pereire, Sardoura, Castelo de Paiva",Aveiro
"Escola Básica de Cruz da Agra, São Martinho, Castelo de Paiva",Aveiro
"Escola Básica de Cepa, Castelo de Paiva",Aveiro
"Escola Básica de Adro, Real, Castelo de Paiva",Aveiro
"Escola Básica n.º 1 de Faria de Baixo, Oliveira de Azeméis",Aveiro
"Escola Básica Maria Godinho, Arroteia, Oliveira de Azeméis",Aveiro
"Escola Básica de Picoto, Oliveira de Azeméis",Aveiro
"Escola Básica de Bustelo, Oliveira de Azeméis",Aveiro
"Escola Básica Comendador Ângelo Azevedo, Oliveira de Azeméis",Aveiro
Escola Básica n.º 2 de Espinho,Aveiro
"Escola Básica de Silvalde, Espinho",Aveiro
"Escola Básica de Paramos, Espinho",Aveiro
"Escola Básica n.º 1 de Cesar, Picoto, Oliveira de Azeméis",Aveiro
"Escola Básica de Atães, Gondomar",Porto
"Escola Básica n.º 2 de São Caetano, Gondomar",Porto
"Escola Básica n.º 1 de São Caetano, Gondomar",Porto
"Escola Básica de Cabanas, Gondomar",Porto
"Escola Básica de Alto de Soutelo, Gondomar",Porto
"Escola Básica de Vila Verde, Gondomar",Porto
"Escola Básica de Silveirinhos, Gondomar",Porto
"Escola Básica de Passal, Gondomar",Porto
"Escola Básica de Carvalhal e Mó, S. Pedro da Cova, Gondomar",Porto
"Escola Básica de Belo Horizonte, Gondomar",Porto
"Escola Básica n.º 2 de Gueifães, Maia",Porto
"Escola Básica n.º 1 de Gueifães, Maia",Porto
Escola Básica n.º 1 da Maia,Porto
"Escola Básica de Currais, Maia",Porto
"Escola Básica de Cidade Jardim, Vermoim, Maia",Porto
Escola Básica da Maia,Porto
"Escola Básica D. Manuel II, Maia",Porto
"Escola Básica n.º 2 de Pedrouços, Maia",Porto
"Escola Básica de Parada, Pedrouços, Maia",Porto
"Escola Básica de Paço, Maia",Porto
"Escola Básica de Giesta, Pedrouços, Maia",Porto
"Escola Básica de Ciborro, Montemor-o-Novo",Évora
Escola Básica n.º 5 de Montemor-o-Novo,Évora
Escola Básica n.º 4 de Montemor-o-Novo,Évora
Escola Básica n.º 3 de Montemor-o-Novo,Évora
Escola Básica n.º 2 de Montemor-o-Novo,Évora
Escola Básica n.º 1 de Montemor-o-Novo,Évora
"Escola Básica de Vendas, Montemor-o-Novo",Évora
"Escola Básica de Vale de Figueira, Montemor-o-Novo",Évora
"Escola Básica de São Mateus, Montemor-o-Novo",Évora
"Escola Básica de São Cristóvão, Montemor-o-Novo",Évora
"Escola Básica de Santiago de Escoural, Montemor-o-Novo",Évora
"Escola Básica de Lavre, Montemor-o-Novo",Évora
"Escola Básica de Cortiçadas do Lavre, Montemor-o-Novo",Évora
"Escola Básica de Montoito, Redondo",Évora
"Escola Básica e Secundária Dr. Hernâni Cidade, Redondo",Évora
"Escola Básica Manuel Augusto Papança, Reguengos de Monsaraz",Évora
"Escola Básica de Campinho, Reguengos de Monsaraz",Évora
"Escola Básica de São Pedro do Corval, Reguengos de Monsaraz",Évora
"Escola Básica de São Marcos do Campo, Reguengos de Monsaraz",Évora
"Escola Básica de Perolivas, Reguengos de Monsaraz",Évora
"Escola Básica de Outeiro, Reguengos de Monsaraz",Évora
"Escola Básica de São Miguel do Pinheiro, Mértola",Beja
"Escola Básica de Santana de Cambas, Mértola",Beja
"Escola Básica de Mina de São Domingos, Mértola",Beja
Escola Básica de Mértola,Beja
"Escola Básica de Lomar, Braga",Braga
"Escola Básica do Bairro da Misericórdia, Braga",Braga
"Escola Básica do Bairro da Alegria, Braga",Braga
"Escola Básica de São Vitor, Braga",Braga
"Escola Básica de Quinta da Veiga, Braga",Braga
"Escola Básica das Enguardas, Braga",Braga
"Escola Básica n.º 2 de Lamaçães, Braga",Braga
"Escola Básica do Bairro Económico, Braga",Braga
"Escola Básica de Tenões, Braga",Braga
"Escola Básica de São João do Souto, Braga",Braga
"Escola Básica de Santa Tecla, Braga",Braga
"Escola Básica de Nogueiró, Braga",Braga
"Escola Básica de Guisande, Braga",Braga
"Escola Básica de Garapoa, Celeirós, Braga",Braga
"Escola Básica de Figueiredo, Braga",Braga
"Escola Básica de Escudeiros, Braga",Braga
"Escola Básica de Cruz, Celeirós, Braga",Braga
"Escola Básica de Santa Luzia, Azurém, Guimarães",Braga
"Escola Básica de Pégada, Azurém, Guimarães",Braga
"Escola Básica de Vieite, Guimarães",Braga
"Escola Básica de Pinheiral, Guimarães",Braga
"Escola Básica de Charneca, Caldas das Taipas, Guimarães",Braga
"Escola Básica de Agrolongo, Guimarães",Braga
"Escola Básica de Longos, Guimarães",Braga
"Escola Básica de Pindelo, Oliveira de Azeméis",Aveiro
"Escola Básica de Macieira de Sarnes, Oliveira de Azeméis",Aveiro
"Escola Básica de Carregosa, Oliveira de Azeméis",Aveiro
"Escola Básica de Azagães, Carregosa, Oliveira de Azeméis",Aveiro
"Escola Básica n.º 3 de Fajões, Oliveira de Azeméis",Aveiro
"Escola Básica de Chão do Rio, Fiães, Santa Maria da Feira",Aveiro
"Escola Básica de Caldelas, Caldas de São Jorge, Santa Maria da Feira",Aveiro
"Escola Básica de Avenida, Chousa de Baixo, Santa Maria da Feira",Aveiro
"Escola Básica n.º 2 de Vendas Novas, Santa Maria da Feira",Aveiro
"Escola Básica de Guetim, Espinho",Aveiro
"Escola Básica Sá Couto, Espinho",Aveiro
"Escola Básica de Anta, Espinho",Aveiro
"Escola Básica do Covelo, Porto",Porto
"Escola Básica Costa Cabral, Porto",Porto
"Escola Básica Augusto Lessa, Porto",Porto
"Escola Básica Santo António, Grijó, Vila Nova de Gaia",Porto
"Escola Básica de Vendas, Seixezelo, Vila Nova de Gaia",Porto
Escola Básica de Vizela,Braga
"Escola Básica de Infias, Vizela",Braga
"Escola Básica de S. Miguel, Vizela",Braga
"Escola Básica de Tagilde, Vizela",Braga
"Escola Básica do Filtro, Peniche",Leiria
"Escola Básica do Alemão, Peniche",Leiria
"Escola Básica da Prageira, Peniche",Leiria
Escola Básica Velha de Peniche,Leiria
"Escola Básica da Telha Nova, Barreiro",Setúbal
"Escola Básica Beato Nuno, Fátima, Ourém",Santarém
"Escola Básica do Pinheiro, Ourém",Santarém
"Escola Básica do Olival, Ourém",Santarém
"Escola Básica do Bairro, Ourém",Santarém
"Escola Básica de Maxieira, Ourém",Santarém
"Escola Básica de Matas, Ourém",Santarém
"Escola Básica de Gondemaria, Ourém",Santarém
"Escola Básica de Freixianda, Ourém",Santarém
"Escola Básica de Fontainhas da Serra, Ourém",Santarém
"Escola Básica de Cercal, Ourém",Santarém
"Escola Básica de Boleiros, Ourém",Santarém
"Escola Básica da Moita Redonda, Ourém",Santarém
"Escola Básica da Cova da Iria, Ourém",Santarém
"Escola Básica de Algodor, Mértola",Beja
"Jardim de Infância de Penilhos, Mértola",Beja
Escola Básica n.º 3 de Sines,Setúbal
"Escola Básica de Porto Covo, Sines",Setúbal
Escola Básica n.º 1 de Sines,Setúbal
Escola Básica n.º 2 de Sines,Setúbal
"Escola Básica de Ammaia, Portagem, Marvão",Portalegre
"Escola Básica Dr. Manuel Magro Machado, Santo António das Areias, Marvão",Portalegre
"Jardim de Infância de Ervideira, Ponte de Sor",Portalegre
"Escola Básica n.º 2 de Montargil, Ponte de Sor",Portalegre
"Escola Básica n.º 1 de Montargil, Ponte de Sor",Portalegre
"Escola Básica de Foros de Arrão de Cima, Ponte de Sor",Portalegre
"Escola Básica de Vale de Açor, Ponte de Sor",Portalegre
"Escola Básica de Tramaga, Ponte de Sor",Portalegre
Escola Básica de Ponte de Sor,Portalegre
"Escola Básica de Longomel, Ponte de Sor",Portalegre
"Escola Básica de Galveias, Ponte de Sor",Portalegre
"Escola Básica João Pedro de Andrade, Ponte de Sor",Portalegre
"Escola Básica de Vale Parra, Albufeira",Faro
"Escola Básica de Sesmarias, Albufeira",Faro
"Escola Básica da Guia, Albufeira",Faro
Escola Básica n.º 1 de Albufeira,Faro
"Escola Básica de Brejos, Albufeira",Faro
"Escola Básica de Paderne, Albufeira",Faro
"Escola Básica de Campelo, Baião",Porto
"Escola Básica de Vidago, Chaves",Vila Real
"Escola Básica de Presa, Braga",Braga
"Escola Básica de Pousada, Braga",Braga
"Escola Básica de Ortigueira, Braga",Braga
"Escola Básica de Eira Velha, Braga",Braga
"Escola Básica de Dume, Braga",Braga
"Escola Básica de Crespos, Braga",Braga
"Escola Básica de Bracara Augusta, Palmeira, Braga",Braga
"Escola Básica de Pousa, Barcelos",Braga
"Escola Básica de Martim, Barcelos",Braga
"Escola Básica de Bastuço - São João, Barcelos",Braga
"Escola Básica de Sequeira, Braga",Braga
"Escola Básica de Cabreiros, Braga",Braga
"Escola Básica de Vermis, Guimarães",Braga
"Escola Básica de Guardizela, Guimarães",Braga
"Escola Básica de Murraceses de Cima, Grijó, Vila Nova de Gaia",Porto
"Escola Básica de Loureiro, Grijó, Vila Nova de Gaia",Porto
"Escola Básica de Corveiros, Grijó, Vila Nova de Gaia",Porto
"Escola Básica de Asprela, Sermonde, Vila Nova de Gaia",Porto
"Escola Básica do Padrão da Légua, Matosinhos",Porto
"Escola Básica do Araújo, Leça do Balio, Matosinhos",Porto
"Escola Básica de Gondivai, Leça do Balio, Matosinhos",Porto
"Escola Básica de Amieira, Senhora da Hora, Matosinhos",Porto
"Escola Básica de Granja, São Félix da Marinha, Vila Nova de Gaia",Porto
"Escola Básica de Espinho, Vila Nova de Gaia",Porto
"Escola Básica de Curvadelo, Serzedo, Vila Nova de Gaia",Porto
"Escola Básica de Corvo, Vila Nova de Gaia",Porto
"Escola Básica de Chãos Velhos, Arcozelo, Vila Nova de Gaia",Porto
"Escola Básica de Boavista, Arcozelo, Vila Nova de Gaia",Porto
"Escola Básica de Aguda, Arcozelo, Vila Nova de Gaia",Porto
"Escola Básica de Sá, Arcozelo, Vila Nova de Gaia",Porto
"Escola Básica de Outeiro, Serzedo, Vila Nova de Gaia",Porto
"Escola Básica de Monte, São Félix da Marinha, Vila Nova de Gaia",Porto
"Escola Básica de Moinhos, Vila Nova de Gaia",Porto
"Escola Básica de Miramar, Vila Nova de Gaia",Porto
"Escola Básica de Matosinhos, Vila Nova de Gaia",Porto
"Escola Básica n.º 1 de Airães, Felgueiras",Porto
"Escola Básica de Vinha, Felgueiras",Porto
"Escola Básica de Cimo de Vila, Felgueiras",Porto
"Escola Básica de Salgueiros, Felgueiras",Porto
"Escola Básica do Paiol, Alenquer",Lisboa
"Escola Básica da Pocariça, Alenquer",Lisboa
"Escola Básica de Ribafria, Alenquer",Lisboa
"Escola Básica de Olhalvo, Alenquer",Lisboa
"Escola Básica de Merceana, Alenquer",Lisboa
"Escola Básica de Cortegana, Alenquer",Lisboa
"Escola Básica de Aldeia Gavinha, Alenquer",Lisboa
"Escola Básica de Vila Verde dos Francos, Alenquer",Lisboa
"Escola Básica do Casal do Telheiro, Arruda dos Vinhos",Lisboa
"Escola Básica de Arranhó, Arruda dos Vinhos",Lisboa
Escola Básica de Arruda dos Vinhos,Lisboa
"Escola Básica de Santiago dos Velhos, Arruda dos Vinhos",Lisboa
Escola Básica n.º 2 de Alcochete,Setúbal
Escola Básica n.º 1 de Alcochete,Setúbal
"Escola Básica da Restauração, Alcochete",Setúbal
"Escola Básica do Samouco, Alcochete",Setúbal
"Escola Básica de São Francisco, Alcochete",Setúbal
"Escola Básica de Passil, Alcochete",Setúbal
"Escola Básica de Coina, Barreiro",Setúbal
"Escola Básica da Cidade Sol, Santo António da Charneca, Barreiro",Setúbal
"Escola Básica de Vila Chã, Barreiro",Setúbal
"Escola Básica de Santo António da Charneca, Barreiro",Setúbal
"Escola Básica de Penalva, Barreiro",Setúbal
"Escola Básica de Olhos de Água, Albufeira",Faro
"Escola Básica de Fontainhas, Albufeira",Faro
"Escola Básica de Ferreiras, Albufeira",Faro
"Escola Básica de Vale Carro, Albufeira",Faro
"Escola Básica de Rogil, Aljezur",Faro
"Escola Básica Professora Piedade Matoso, Aljezur",Faro
"Escola Básica de Odeceixe, Aljezur",Faro
Escola Básica n.º 1 de Castro Marim,Faro
"Escola Básica de Altura, Castro Marim",Faro
"Escola Básica de Odeleite, Castro Marim",Faro
